	media(1h)	Th0(1h)	Th0(3h)	Th0(6h)	Th0(16h)	Th0(48h)	Th17(1h)	Th17(3h)	Th17(6h)	Th17(9h)	Th17(12h)	Th17(16h)	Th17(24h)	Th17(48h)	Th1(48h)	Th2(48h)	Treg(48h)
Gramd1b	9.48507	9.14802	 12.563	13.1011	12.9204	13.0236	9.24999	12.3098	11.9305	11.3329	11.1525	11.0171	9.88781	11.9785	12.8852	12.6677	10.8894
Gramd1c	7.1846	7.3294	6.3506	5.8917	5.8516	6.2355	 6.789	5.5972	5.2222	5.0998	5.1807	5.3176	5.1538	5.7066	6.1378	6.0219	5.7427
Gramd2	3.0418	3.0418	3.0418	3.0418	3.4778	3.6069	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.5272	  3.53	3.5476
Gramd3	14.7723	14.1303	12.5824	10.5215	10.0582	9.83906	 14.032	11.7288	10.6531	10.8532	10.9233	10.8162	10.8125	 9.7482	10.1813	  9.465	9.20401
Gramd4	 11.265	10.9254	10.9501	10.4827	9.82856	 9.2624	10.9766	 10.614	10.1935	10.2762	10.3335	10.3063	 9.7388	9.58563	9.29339	9.58692	9.86358
Grap	11.6269	11.3895	12.3384	12.6718	12.2052	11.7881	10.3667	11.2478	11.2737	10.7632	10.1589	9.53269	10.1914	 10.759	11.8283	11.9262	11.0119
Grap2	14.5023	14.2611	12.0133	10.5091	11.0927	10.5626	 12.838	11.2614	10.2761	10.1026	10.1754	10.1301	9.98762	10.7676	10.7117	10.2014	11.8249
Grasp	6.7698	9.5002	 8.435	8.1639	7.3161	7.0442	 8.985	8.6155	8.0889	8.0482	8.0813	8.0881	7.3929	6.9341	6.6849	6.8889	8.5225
Grb10	3.6309	3.0418	3.0418	3.6022	3.7914	5.2889	3.0418	3.5777	3.0418	4.4053	 3.913	3.7657	4.2487	5.4147	5.3285	5.3402	7.4334
Grb14	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3094	3.2716	3.2895
Grb2	10.4629	 10.496	10.1466	10.2815	10.4664	10.3398	10.2216	10.2876	10.5469	10.9335	10.8742	10.7549	10.4498	10.5299	10.2773	10.3251	10.4784
Grb7	6.7882	6.4609	6.1243	6.0673	4.6998	4.0086	6.4617	6.4034	5.5889	6.3032	6.1546	6.2225	5.4163	4.7844	4.0055	4.2404	4.8255
Grcc10	9.55883	9.61567	10.0872	9.73469	8.83034	9.40441	10.0628	9.49402	9.63293	9.83966	9.41025	8.77088	8.90217	 8.9532	9.12848	9.23981	9.67734
Greb1	3.0418	3.0418	3.0418	3.8295	3.4723	3.7226	3.0418	3.0418	3.0418	3.5395	3.4824	3.0418	3.6235	3.4542	3.6643	  3.53	3.5476
Greb1l	4.8818	  5.28	5.4107	4.9985	4.7261	4.3739	5.6558	5.3244	5.0145	4.4819	4.3258	4.2581	4.1831	4.4074	4.6204	4.3804	 4.151
Grem1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grem2	3.0418	3.0418	3.0418	3.0418	3.4778	3.0418	3.0418	3.0418	3.5282	3.0418	3.6625	3.0418	3.0418	3.0418	3.2316	3.0418	3.0418
Grhl1	6.5283	 7.608	8.0274	7.8697	 6.825	6.9044	7.0751	8.9733	8.9245	9.0663	8.9968	8.8009	8.9915	7.2646	6.9161	7.2499	6.9175
Grhl2	3.8693	4.8143	3.9261	3.6022	3.7304	3.8669	3.7207	4.4155	3.8765	3.8957	 3.913	3.9557	4.3681	4.1538	3.9509	3.8744	3.0418
Grhl3	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7264	4.0232	3.6625	3.2386	4.1831	  3.56	3.2316	3.2716	3.0418
Grhpr	6.6339	6.0822	6.3506	6.3411	7.8965	9.2313	 6.399	6.0951	 7.418	8.0697	8.1099	8.0373	 8.412	9.8579	9.2282	 9.608	 9.771
Gria1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.2386	3.0418	3.0418	3.2316	3.0418	3.0418
Gria2	3.6309	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.0418	3.5282	3.0418	3.0418	3.5224	3.0418	3.0418	3.3375	3.0418	3.2895
Gria3	5.0215	5.1135	4.7386	4.0009	4.2134	6.8203	4.3652	3.5777	4.4511	4.9598	5.1807	4.2389	6.3235	5.2034	6.5179	5.7755	5.7662
Gria4	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grid1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.4824	3.0418	3.0418	3.0418	3.0418	3.2716	3.2895
Grid2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grid2ip	3.0418	3.0418	3.5576	3.0418	3.0418	3.6069	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.5272	3.2716	3.0418
Grifin	4.3254	3.7476	4.0578	3.6022	3.7304	3.6069	4.5097	3.0418	3.7264	3.5395	3.4824	3.3536	3.4545	3.4092	3.6643	  3.53	3.8329
Grik1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grik2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3094	3.0418	3.0418
Grik3	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7264	3.5395	3.7991	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grik4	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grik5	7.2913	7.3826	6.3314	6.2951	6.7273	7.7676	7.5324	6.7368	6.6003	6.9522	6.5169	6.6778	6.9835	 7.949	7.5225	7.9894	8.1479
Grin1	3.0418	3.0418	3.0418	3.0418	3.4778	4.3688	3.0418	3.0418	3.5282	3.0418	3.4824	3.0418	3.8591	4.1699	4.2768	4.1831	4.3935
Grin1os	3.0418	3.0418	3.0418	3.0418	3.4723	3.5679	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.5272	3.3654	3.4668
Grin2a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grin2b	3.0418	3.0418	3.5576	3.6022	3.0418	3.4765	3.0418	3.0418	3.7264	3.0418	3.7991	 3.525	3.0418	3.0418	3.3686	3.2716	3.2895
Grin2c	3.6309	3.0418	3.7675	3.6022	3.0418	3.6069	3.7207	3.7955	3.0418	3.0418	3.6625	3.6057	3.0418	 3.471	3.2316	3.2716	3.8928
Grin2d	5.3156	4.2417	4.2742	4.8012	4.3777	4.4917	5.0439	4.5844	4.8714	4.6844	4.3258	4.5061	4.2487	4.1788	4.0697	4.2182	4.6376
Grin3a	4.5426	5.5609	5.7707	 5.578	5.2331	4.4854	5.7094	6.0192	5.5292	4.9598	4.6674	4.8064	4.3681	4.6761	4.4575	4.6486	4.5368
Grin3b	4.8056	5.1994	6.2924	7.0135	5.7398	5.1809	5.6001	6.4615	 7.402	7.0743	6.3052	5.8004	4.8612	  4.47	4.9088	5.1079	5.0213
Grina	9.7806	9.6045	8.6024	8.1383	8.4731	9.2536	9.9096	8.9195	8.3947	8.8573	8.7206	 8.888	8.5595	9.8505	8.9795	 8.898	9.2262
Grip1	4.8818	4.0305	4.1722	3.8295	3.7821	4.2755	3.9934	3.5777	3.7264	3.0418	 3.913	3.8284	 4.423	4.2956	4.4291	 4.153	4.1469
Grip1os2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grip2	3.0418	3.0418	3.0418	3.6022	3.0418	3.4748	4.3652	4.6602	4.1099	 4.134	4.7154	4.9192	4.3681	3.0418	3.2316	3.0418	3.5476
Gripap1	10.9138	10.9179	11.4144	11.0899	10.3691	9.80473	11.1774	11.6117	10.5304	10.1834	9.87249	9.45814	9.23839	9.38284	9.82681	9.80605	9.86965
Grk1	3.0418	4.0305	4.2742	5.0579	5.2012	3.7863	3.0418	4.4155	5.4984	4.5535	4.6674	4.8957	4.5728	4.0748	3.7138	3.4054	4.1469
Grk4	 6.341	6.3929	5.9836	5.5383	5.7034	5.5598	6.2994	5.2805	5.4345	5.5453	5.2746	5.3665	5.6556	5.2551	5.7095	5.5302	5.8062
Grk5	6.7698	6.0822	6.3694	5.9527	 6.115	7.1218	6.2289	 5.939	5.9907	5.6368	5.8742	5.9569	6.8953	7.8781	 7.171	7.0422	6.4568
Grk6	12.9116	12.5368	11.3335	11.3998	11.7303	11.3328	13.6084	11.4516	11.2164	11.4194	11.4569	11.5273	11.6559	 11.632	   11.3	11.3585	11.5457
Grm1	3.0418	3.7476	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Grm2	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7264	3.0418	3.4824	3.0418	3.0418	3.0418	3.2316	3.0418	3.0418
Grm3	3.0418	3.7476	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2716	3.0418
Grm4	3.0418	3.7476	3.7675	3.6022	3.0418	3.0418	3.7207	3.0418	3.5282	3.7423	3.4824	3.0418	3.0418	3.4529	3.0418	3.0418	3.2999
Grm5	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2316	3.0418	3.0418
Grm6	5.6822	 5.496	5.1642	4.0009	3.0418	3.0418	4.6375	4.2145	3.7264	3.7423	3.0418	3.5496	3.0418	3.0418	3.0418	3.0418	3.2999
Grm7	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2999
Grm8	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.0418	 3.245	3.0418	3.0418	3.0418	3.0418	3.0418
Grn	7.1424	6.7595	5.6187	5.2213	5.8803	8.6942	 6.116	5.4481	 5.646	6.2281	6.7225	7.1011	8.1338	9.1856	8.2481	8.2559	8.8952
Grp	3.0418	3.0418	3.0418	3.0418	3.0418	3.4748	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7369	5.8332	3.5855
Grpel1	9.76449	10.0026	10.4747	10.8235	10.9582	10.6527	10.1169	10.5155	10.8499	 11.172	11.3274	11.0765	11.1686	10.5601	10.6401	10.7024	10.5118
Grpel2	9.0116	8.5004	9.3406	9.6309	9.2137	8.6643	8.4765	9.5123	9.5149	9.4643	9.4282	 9.076	8.5543	8.5676	8.8143	8.8433	8.6933
Grpr	3.0418	3.0418	3.0418	3.0418	3.0418	3.9962	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7571	3.5474	3.2895
Grrp1	3.6309	3.0418	3.0418	3.0418	3.7821	3.4148	3.0418	3.0418	3.7264	3.5395	4.0123	4.0431	3.7519	3.4542	3.7247	3.3002	3.0418
Grsf1	10.4136	9.96535	10.1398	10.4098	 11.129	11.0125	 9.7065	 10.395	10.4508	10.3784	10.7212	11.0624	10.9118	10.9765	11.0462	10.9497	10.6202
Grtp1	3.0418	4.2417	3.9261	3.0418	4.0778	4.8688	3.7207	3.5777	4.1099	3.5395	3.0418	3.7182	4.0364	4.2944	4.6476	4.8966	3.5476
Grwd1	8.36411	 8.6739	10.8304	11.2851	11.3161	10.2689	9.93448	10.7142	11.4858	  11.72	11.5958	11.5146	 11.283	9.97595	10.2229	10.4626	10.0066
Grxcr1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2999
Grxcr2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsap	7.5279	7.6375	8.5001	8.4811	7.6516	8.3716	 8.969	7.8882	6.5861	5.8547	5.1479	4.9257	4.5251	6.4166	8.5867	8.3887	8.5616
Gsc	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.0418	3.0418	3.2716	3.0418
Gsc2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.0418	3.3094	3.4958	3.4668
Gsdma	3.0418	3.0418	3.5576	3.0418	3.0418	3.0418	3.0418	3.5777	3.5282	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsdma2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3375	3.0418	3.0418
Gsdma3	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsdmc	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsdmc2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsdmc3	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsdmc4	3.6309	3.0418	3.5576	4.0009	3.0418	3.0418	3.0418	3.7955	3.5282	3.5395	3.7991	3.5224	3.0418	3.4542	3.3375	3.2716	3.6526
Gsdmcl-ps	3.0418	3.0418	3.5576	3.0418	3.0418	3.0418	3.0418	3.0418	3.7264	3.5395	3.4824	3.3192	3.0418	3.4542	3.2316	3.0418	3.0418
Gsdmcl1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsdmcl2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsdmd	 9.9465	9.78638	 9.4653	8.71515	7.09196	7.40335	10.1121	9.99274	8.98227	8.52638	8.18863	7.29178	6.48668	7.87222	7.90742	7.27513	6.62387
Gse1	11.6269	11.3776	10.1547	9.51157	9.61651	9.62184	10.8973	10.0217	10.7096	11.0647	10.5441	10.2823	   10.5	10.0392	9.33944	 9.8077	9.74791
Gsg1	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.0418	3.5282	3.0418	3.0418	3.0418	3.4545	3.0418	3.3094	3.3654	3.0418
Gsg1l	3.6309	3.0418	3.0418	3.0418	3.6484	3.0418	3.9934	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsg2	5.8695	5.5609	5.6505	 5.761	7.9508	8.7935	5.2807	 6.045	5.6737	5.8293	6.8052	7.7771	9.3491	9.1355	8.7193	8.9696	9.1366
Gsk3a	10.0543	10.1246	10.5161	10.6194	10.3936	10.4286	10.2417	10.5732	 10.648	10.9922	10.8134	10.7736	10.7604	10.6908	10.3124	10.5065	10.4492
Gsk3b	11.6824	11.6391	10.8679	 10.687	10.5853	10.8046	11.2736	10.4423	10.5909	10.4719	 10.235	10.2123	10.4589	10.9036	10.7848	10.7641	10.9227
Gskip	7.8403	8.3305	8.8784	8.8746	8.4626	8.7516	8.4461	8.9634	8.8288	8.9177	8.5933	8.3186	8.2733	8.7322	8.6696	8.4618	8.7752
Gsn	9.1559	9.2373	8.3196	 7.854	6.2367	6.7715	9.4122	 7.669	8.0011	7.3711	6.8448	6.1524	6.7009	8.6232	6.7101	9.1917	7.4028
Gspt1	11.8647	12.0475	12.5779	13.0897	13.2878	13.0867	12.0076	12.7948	13.0915	13.0057	13.2143	13.3767	13.2043	12.8598	12.9739	13.1018	12.7916
Gspt2	3.0418	3.0418	3.9261	3.6022	4.3617	6.3867	3.0418	3.5777	3.8765	3.5395	4.0123	4.1971	4.8973	6.3627	6.5717	6.2074	5.6524
Gsr	8.20975	8.45979	 9.7322	10.0494	10.4903	9.99898	   8.66	10.5787	10.7631	10.8624	10.7139	10.6274	10.8711	10.3763	9.99911	10.0689	 9.5177
Gss	7.8664	7.2927	7.1341	 7.938	 8.665	8.7772	 7.014	7.6022	8.1088	8.8878	8.9136	8.9904	 9.445	9.0345	8.7524	8.7355	8.6369
Gsta1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsta2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gsta3	3.6309	3.0418	3.7675	3.0418	3.0418	3.7226	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.4542	3.3094	  3.53	3.4842
Gsta4	 4.637	  5.28	5.1182	4.8705	4.0068	4.5406	5.2064	4.7985	4.9686	4.8022	 4.182	4.1994	3.7519	3.8559	4.0736	4.4558	4.4164
Gstcd	8.0671	 8.294	8.9731	9.5532	9.8102	9.5855	8.4071	8.8672	9.3741	9.4784	9.5419	 9.768	 9.691	 9.509	9.4511	9.5506	 9.299
Gstk1	6.2099	6.4609	5.2516	5.2213	5.9268	6.3962	6.2289	 5.487	5.0145	5.4806	5.3903	 5.661	6.1248	6.5728	5.9296	6.2574	6.3217
Gstm1	5.7217	 6.038	5.5862	5.0579	5.4251	4.8623	8.2661	7.4772	7.0871	6.3918	6.2617	6.7518	6.0961	6.2713	5.2412	4.7851	4.5225
Gstm2	3.0418	3.0418	3.0418	3.0418	3.4723	3.0418	3.0418	3.0418	3.0418	3.5395	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gstm3	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gstm4	5.5561	5.7389	5.6505	5.4115	6.9311	 7.451	6.0762	5.5972	5.4014	6.2473	6.3473	6.5356	6.9678	7.4228	7.2013	7.3559	7.3824
Gstm5	3.0418	3.0418	3.0418	3.0418	3.7821	4.9777	3.0418	3.0418	3.0418	3.8957	3.4824	3.5496	4.0364	5.4086	 4.874	5.4023	4.4641
Gstm6	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Gstm7	3.6309	3.0418	3.0418	3.6022	3.0418	3.6543	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	 3.623	3.3686	3.2716	3.2895
Gsto1	7.6023	7.5626	7.9612	9.1195	9.1083	9.0951	6.8369	7.8015	8.7231	9.0502	9.0314	9.2953	9.1149	9.0416	8.9466	 9.089	9.3292
Gsto2	3.6309	3.0418	4.2742	3.0418	4.2134	4.0876	4.1974	3.7955	3.8765	3.7423	 3.913	4.0001	4.6627	4.0248	3.5988	4.0785	3.7249
Gstp1	7.5708	7.4507	7.2398	7.1985	8.6294	 8.156	8.2398	7.6443	8.0379	9.1667	9.0981	9.1076	9.0701	8.6752	8.0052	8.2328	8.3433
Gstp2	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.6625	 3.245	3.4545	  3.56	3.0418	3.3002	3.0418
Gstt1	3.0418	3.0418	3.0418	3.6022	3.4778	4.6328	3.0418	3.0418	3.7264	4.0232	3.4824	3.4418	3.4545	5.4383	 4.804	5.6655	4.5373
Gstt2	 6.9107	6.52585	  6.562	7.81422	7.77177	9.75488	 6.8603	7.46786	8.45425	9.06898	8.80292	8.33267	9.40652	10.2887	9.27112	9.95598	9.12493
Gstt3	3.0418	3.0418	4.0578	4.3753	5.0957	8.3027	3.0418	3.7955	4.3759	4.6208	4.2565	4.1994	5.2107	7.3864	 7.663	8.3961	6.9713
Gstt4	3.0418	3.7476	3.0418	3.6022	3.0418	3.7226	3.0418	3.5777	3.5282	3.0418	3.6625	3.5568	3.0418	3.8584	4.0141	4.3301	3.2999
Gstz1	6.5715	6.4938	7.4303	8.1057	8.3114	 8.034	6.5509	  7.33	8.1137	8.2066	7.7845	7.9192	8.0696	7.9653	7.8624	7.9952	7.9844
Gsx1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.0418	3.2316	3.0418	3.0418
Gsx2	3.0418	3.7476	3.5576	3.0418	3.0418	3.0418	3.0418	3.5777	3.5282	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	3.0418
Gt(ROSA)26Sor	9.71516	9.72599	9.07913	 9.2594	7.36798	7.78853	10.3687	9.73885	9.55714	8.96989	9.17935	7.91216	8.65979	7.73414	8.57005	8.50603	8.38355
Gtdc1	 8.358	 8.294	8.6452	8.2853	8.2493	7.5479	 7.735	8.5813	8.0379	7.9242	7.9963	8.0648	7.5425	7.5362	7.3865	 7.456	7.2424
Gtf2a1	 9.425	8.8159	9.5269	9.5557	9.4852	9.3263	8.8808	9.5259	9.7066	9.7645	 9.846	9.7524	9.6144	9.7281	9.4948	9.3862	9.3648
Gtf2a1l	3.0418	3.0418	3.0418	3.0418	3.0418	3.6069	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	  3.56	3.4571	3.6239	3.2999
Gtf2a2	10.0102	9.48816	  9.439	9.30317	9.66828	9.48971	9.58963	9.51911	9.27854	9.59751	9.75851	9.66627	9.94852	9.25953	9.80025	9.75387	9.50697
Gtf2b	9.3925	9.6157	  9.45	 9.326	9.2878	 9.881	9.7906	9.4825	9.2497	9.3789	9.5419	9.5341	9.8596	9.8589	9.9568	9.7523	9.7355
Gtf2e1	 8.6357	8.46801	10.0413	10.3218	10.1783	10.0914	8.84625	 10.147	10.1304	10.1309	10.1619	10.1363	10.2917	9.73542	10.0811	9.99557	9.76217
Gtf2e2	 8.4413	8.96851	9.11279	9.57007	10.0124	10.6196	 8.7868	9.35908	9.46948	9.62309	 10.012	9.89814	10.3018	10.7958	 10.954	10.8114	10.4153
Gtf2f1	10.2285	10.5627	11.1592	11.4244	11.4884	 11.102	10.5969	11.5339	11.4853	11.6888	11.6119	11.4438	11.4392	11.2251	11.2014	11.2413	11.1909
Gtf2f2	9.11662	8.99719	9.62157	10.1503	10.3615	9.92779	8.84042	10.1338	10.2728	10.3237	10.5222	10.4464	10.4665	9.86295	10.1588	10.1768	9.91659
Gtf2h1	10.5552	10.7779	10.7702	10.9556	11.3899	11.5234	10.6446	10.8984	11.0719	11.0412	11.2997	11.4539	11.4891	11.0591	11.6327	11.6142	11.1288
Gtf2h2	 8.3702	8.05289	 9.5165	9.89774	9.83132	 9.4814	7.70954	9.66722	10.0414	   9.92	10.1373	10.1022	9.85647	9.37605	9.65107	9.65617	 9.2483
Gtf2h3	7.62281	7.32938	9.38262	9.80335	10.3185	10.0348	 7.9346	9.35402	 9.8028	10.1013	10.1937	10.0057	10.2529	9.76408	9.94754	10.0199	9.85275
Gtf2h4	6.8938	6.8123	8.3528	 9.011	9.6627	9.3936	7.2619	8.8018	9.3617	9.8459	9.8533	9.8286	9.8544	9.3395	9.2689	9.4012	 9.326
Gtf2h5	8.86844	8.51637	8.66428	 9.1958	9.88059	10.3125	8.53548	8.92294	9.39246	9.90815	10.0271	9.98936	10.6404	10.0026	  10.33	10.3223	10.2079
Gtf2i	13.2411	12.6504	12.9348	12.3453	12.0381	12.0441	11.8481	11.8311	11.9385	11.9087	11.8522	11.8822	11.3539	11.5981	11.8204	 11.909	11.9889
Gtf2ird1	8.94789	9.26583	10.8882	8.69776	9.00009	8.80599	8.77461	8.97661	7.00421	7.61693	8.20387	8.99027	9.61191	9.45102	8.71134	8.99624	9.70698
Gtf2ird2	8.5632	8.6233	8.8719	8.9645	8.4091	7.8482	8.0094	 8.555	8.7985	8.6596	8.2885	8.1605	7.6193	7.5161	7.8029	 7.744	8.0987
Gtf3a	7.6431	7.2927	7.9673	8.0723	8.3739	8.8788	7.3469	 7.794	8.0379	8.2401	 8.118	8.4006	8.5979	8.8069	8.5973	8.8336	8.8345
Gtf3c1	11.9351	11.7662	11.3149	 11.314	11.6527	12.1623	11.8597	11.4325	 11.761	12.3233	12.2926	12.4873	12.6514	12.0742	11.9069	 11.956	11.8556
Gtf3c2	11.6502	11.8698	11.7687	 11.901	12.0925	11.6959	11.6908	11.8379	11.8187	11.7485	11.7461	11.9711	11.6382	 11.363	11.4956	11.6941	11.4365
Gtf3c3	 9.238	8.8414	 8.832	8.6623	8.8915	9.5791	8.6863	8.5283	8.4736	8.3753	8.6134	8.6564	8.9485	9.2771	9.5078	9.3906	 9.221
Gtf3c4	 10.198	9.95954	10.8679	 11.139	10.7058	10.5683	10.2917	11.0617	11.1549	10.8501	10.8429	10.7443	10.4817	10.3966	 10.721	10.6358	10.5972
Gtf3c5	8.24992	8.34842	8.85873	9.08647	9.78093	 9.6304	8.41497	8.80177	9.15723	9.63572	9.76494	9.74269	10.1114	9.64476	 9.4733	9.44332	9.37585
Gtf3c6	8.0968	8.3395	9.1293	9.4738	9.3924	9.0449	8.8109	9.3077	9.6432	9.7661	9.8351	9.3988	9.4379	8.8979	9.2141	9.0777	8.8983
Gtl3	9.4073	9.2468	8.6529	8.6668	9.3578	9.2785	8.7311	8.4965	8.7003	 9.034	9.2117	9.4021	 9.633	9.3819	9.2116	9.4995	9.3293
Gtpbp1	12.4347	12.1627	11.4099	11.2888	11.4835	11.0141	11.6296	11.3479	11.2665	11.3797	11.5252	11.6156	11.6437	11.2063	10.8408	11.1507	11.3504
Gtpbp10	5.7217	5.8965	 6.495	6.7678	7.3623	7.0407	6.0353	6.3632	6.6421	6.7537	7.1354	7.1902	7.5685	6.8547	7.0498	7.1345	6.9184
Gtpbp2	10.7356	10.6645	10.2295	9.66259	 8.7889	9.98309	10.9686	10.5245	9.45012	9.30859	8.97925	8.61681	9.14808	10.7348	10.2436	10.2362	10.3608
Gtpbp3	7.1281	6.8633	7.9795	8.0519	8.6561	8.4168	7.1337	8.4403	8.4386	 8.967	8.7364	8.7248	9.0313	 8.498	8.2664	8.4711	8.5799
Gtpbp4	11.2691	11.7786	12.1929	12.4372	 12.364	11.9701	11.9273	12.3488	12.4923	12.2439	12.4768	12.4734	 12.038	11.9375	12.2143	12.0405	11.6956
